tuple
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'All', 'All', 1, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82709, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82710, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82711, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82712, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - CMP (Condo Associations Only)', 82713, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - CMP (Excl Condo Associations)', 82714, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82715, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82716, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Allied Lines', 82717, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82718, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Condominium Unit Owners', 82719, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82720, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Dwelling/Fire', 82721, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82722, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82723, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Excess Private Flood', 82724, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Farmowners', 82725, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82726, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82727, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Mobile Homeowners', 82728, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82729, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Primary Private Flood', 82730, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Tenants', 82731, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Polk', 'Personal Residential - Tenants - WIND ONLY', 82732, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'All', 82733, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82734, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82735, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82736, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82737, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82738, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - CMP (Condo Associations Only)', 82739, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - CMP (Excl Condo Associations)', 82740, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82741, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82742, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Allied Lines', 82743, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82744, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Condominium Unit Owners', 82745, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82746, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Dwelling/Fire', 82747, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82748, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82749, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Excess Private Flood', 82750, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Farmowners', 82751, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82752, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82753, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Mobile Homeowners', 82754, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82755, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Primary Private Flood', 82756, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Tenants', 82757, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Putnam', 'Personal Residential - Tenants - WIND ONLY', 82758, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'All', 82759, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82760, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82761, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82762, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82763, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82764, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - CMP (Condo Associations Only)', 82765, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - CMP (Excl Condo Associations)', 82766, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82767, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82768, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Allied Lines', 82769, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82770, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Condominium Unit Owners', 82771, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82772, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Dwelling/Fire', 82773, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82774, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82775, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Excess Private Flood', 82776, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Farmowners', 82777, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82778, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82779, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Mobile Homeowners', 82780, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82781, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Primary Private Flood', 82782, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Tenants', 82783, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Santa Rosa', 'Personal Residential - Tenants - WIND ONLY', 82784, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'All', 82785, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82786, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82787, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82788, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82789, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82790, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - CMP (Condo Associations Only)', 82791, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - CMP (Excl Condo Associations)', 82792, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82793, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82794, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Allied Lines', 82795, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82796, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Condominium Unit Owners', 82797, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82798, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Dwelling/Fire', 82799, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82800, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82801, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Excess Private Flood', 82802, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Farmowners', 82803, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82804, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82805, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Mobile Homeowners', 82806, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82807, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Primary Private Flood', 82808, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Tenants', 82809, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sarasota', 'Personal Residential - Tenants - WIND ONLY', 82810, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'All', 82811, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82812, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82813, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82814, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82815, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82816, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - CMP (Condo Associations Only)', 82817, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - CMP (Excl Condo Associations)', 82818, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82819, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82820, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Allied Lines', 82821, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82822, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Condominium Unit Owners', 82823, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82824, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Dwelling/Fire', 82825, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82826, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82827, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Excess Private Flood', 82828, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Farmowners', 82829, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82830, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82831, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Mobile Homeowners', 82832, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82833, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Primary Private Flood', 82834, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Tenants', 82835, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Seminole', 'Personal Residential - Tenants - WIND ONLY', 82836, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'All', 82837, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82838, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82839, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82840, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82841, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82842, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - CMP (Condo Associations Only)', 82843, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - CMP (Excl Condo Associations)', 82844, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82845, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82846, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Allied Lines', 82847, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82848, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Condominium Unit Owners', 82849, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82850, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Dwelling/Fire', 82851, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82852, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82853, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Excess Private Flood', 82854, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Farmowners', 82855, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82856, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82857, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Mobile Homeowners', 82858, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82859, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Primary Private Flood', 82860, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Tenants', 82861, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Johns', 'Personal Residential - Tenants - WIND ONLY', 82862, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'All', 82863, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82864, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82865, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82866, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82867, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82868, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - CMP (Condo Associations Only)', 82869, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - CMP (Excl Condo Associations)', 82870, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82871, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82872, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Allied Lines', 82873, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82874, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Condominium Unit Owners', 82875, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82876, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Dwelling/Fire', 82877, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82878, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82879, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Excess Private Flood', 82880, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Farmowners', 82881, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82882, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82883, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Mobile Homeowners', 82884, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82885, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Primary Private Flood', 82886, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Tenants', 82887, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'St. Lucie', 'Personal Residential - Tenants - WIND ONLY', 82888, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'All', 82889, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82890, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82891, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82892, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82893, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82894, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - CMP (Condo Associations Only)', 82895, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - CMP (Excl Condo Associations)', 82896, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82897, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82898, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Allied Lines', 82899, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82900, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Condominium Unit Owners', 82901, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82902, 10)"
